;naam;straatnaam;nummeraanduiding;postcode;plaatsnaam;GEMEENTENUMMER;GEMEENTENAAM;DENOMINATIE;TELEFOONNUMMER;INTERNETADRES
BevoegdGezag;Naam;Straatnaam;Adres;Adres;Adres;Adres;Adres;BevoegdGezag;BevoegdGezag;BevoegdGezag
41020;Stg. Kath. Prim. Onderw. Novum;Tramplein;3;5388 GJ;NISTELRODE;1721;BERNHEZE;Rooms-Katholiek;412613441;www.skpo-novum.nl
41023;Stg. Kath. Basisscholen A'dam;Kalfjeslaan;380;1081 JA;AMSTERDAM;363;AMSTERDAM;Rooms-Katholiek;203013888;www.askobk.nl
41025;Ver. Ger. Prim. Onderw. NO-NL;Industrieweg;22;9804 TG;NOORDHORN;56;ZUIDHORN;Gereformeerd vrijgemaakt;598352184;www.vgponn.nl
41039;Ver. Prot. Chr. Basisonderwijs;Altenastreek;66;9101 BA;DOKKUM;58;DONGERADEEL;Protestants-Christelijk;519221702;www.pcbodantumadeel.nl
41052;VPCBO Coevorden/CBS Dr.Picardt;van Pallandtlaan;7-sep;7742 WJ;COEVORDEN;109;COEVORDEN;Protestants-Christelijk;524512148;www.vpcbo-coevorden.nl
41053;Stg. Groning. Schoolvereniging;Sweelincklaan;4;9722 JV;GRONINGEN;14;GRONINGEN;Algemeen bijzonder;505270818;                                                                                
41081;Montessori Ver. VREUGD EN RUST;Montessoristraat;1;2273 AC;VOORBURG;1916;LEIDSCHENDAM-VOORBURG;Algemeen bijzonder;703271123;                                                                                
41090;St. RK Onderwijs Bommelerwaard;Koningin Wilhelminastr;93;5321 TB;HEDEL;263;MAASDRIEL;Rooms-Katholiek;735997171;www.srkob.nl
41125;Iris, Ver. voor Chr. Onderwijs;Bouwkamp;2-I;8266 KL;KAMPEN;166;KAMPEN;Protestants-Christelijk;383333898;www.iriskampen.nl
41127;Stg. Chr. Scholengr. De Waard;Maseratilaan;14;3261 NA;OUD-BEIJERLAND;584;OUD-BEIJERLAND;Protestants-Christelijk;186621461;www.csgdewaard.nl
41138;Ver. PC PO Vechtstreek & Venen;Portengen;85;3628 EC;KOCKENGEN;1904;STICHTSE VECHT;Protestants-Christelijk;346264847;www.vechtstreekenvenen.nl
41148;SKOR;Hondsroos;4;4007 TJ;TIEL;281;TIEL;Rooms-Katholiek;344632849;www.skor-scholen.nl
41154;Stg. CPO voor Veenendaal e.o.;Landjuweel;16-mei;3905 PG;VEENENDAAL;345;VEENENDAAL;Protestants-Christelijk;318519076;www.cpov.nl
41167;St. Montessori-onderw. ZO Ned.;Schoutlaan;11-A;6002 EA;WEERT;988;WEERT;Overige;495547998;www.mozon.nl
41168;Ver. Prim. Ond. 'De Zevenster';Campus;5;8017 CB;ZWOLLE;193;ZWOLLE;Gereformeerd vrijgemaakt;522241082;www.dezevenster.nl
41184;Dordtse Schoolver. Bo op A.G.;Trapezium;210;3364 DL;SLIEDRECHT;610;SLIEDRECHT;Algemeen bijzonder;184412507;www.groenendijk.nl
41191;Intergem. Stg. Openb. Onderw.;Sokkerwei;2;1901 KZ;CASTRICUM;383;CASTRICUM;Openbaar;251319888;www.isob.net
41193;Stichting 'De Woudse Venen';President Kennedylaan;22;2403 DP;ALPHEN AAN DEN RIJN;484;ALPHEN AAN DEN RIJN;Protestants-Christelijk;172517755;www.woudsevenen.nl
41194;Stg. De Vier Windstreken;Heuvellaan;2;2803 DM;GOUDA;513;GOUDA;Protestants-Christelijk;182526719;www.d4w.nl
41196;Ver. CPO in Zuidwest Drenthe;Dorpsstraat;42;7971 CS;HAVELTE;1701;WESTERVELD;Protestants-Christelijk;521342086;www.vcpozd.nl
41213;Sticht. Evangelisch Onderwijs;Jasonstraat;1;5631 JB;EINDHOVEN;772;EINDHOVEN;Evangelisch;402691222;www.ebsonline.nl
41223;Stichting PRODAS;Frits de Bruijnstraat;1;5721 XR;ASTEN;743;ASTEN;Samenwerking PC, RK;493670603;www.prodas.nl
41226;Stichting Monton;Rietgors;20;3403 ZJ;IJSSELSTEIN UT;353;IJSSELSTEIN;Overige;356030003;www.monton.nl
41228;Primair, Stg. Kath. Onderwijs;Kloosterstraat;2;5386 AS;GEFFEN;1671;MAASDONK;Rooms-Katholiek;412492000;www.primairsko.nl
41233;Stg Kath Sint Antonius;Postjesweg;175-I;1062 JN;AMSTERDAM;363;AMSTERDAM;Rooms-Katholiek;206400982;www.kpoantonius.nl
41239;De Stroming;Koelemaaier;1;4251 DT;WERKENDAM;870;WERKENDAM;Protestants-Christelijk;183501613;www.destroming.eu
41240;SKOR;Haydnlaan;3;3144 KM;MAASSLUIS;556;MAASSLUIS;Rooms-Katholiek;105919214;www.s-k-o-r.nl
41241;Ver. PCBO Midden Zeeuws-Vlnd.;Oostelijk Bolwerk;11;4531 GP;TERNEUZEN;715;TERNEUZEN;Protestants-Christelijk;115531521;www.probaz.nl
41242;Stichting P-C B.o. Baarn-Soest;Nijverheidsweg;13-C;3762 EP;SOEST;342;SOEST;Protestants-Christelijk;356099233;www.pcbobaarnsoest.nl
41245;Vereniging voor PCO 'De Basis';Binnenweg;10;2132 CT;HOOFDDORP;394;HAARLEMMERMEER;Protestants-Christelijk;235542363;www.vpcodebasis.nl
41246;Stichting Pallas;Bronkhorstsingel;11;5403 NA;UDEN;856;UDEN;Antroposofisch;263641639;www.stichtingpallas.nl
41248;SALTO;Odysseuslaan;2;5631 JM;EINDHOVEN;772;EINDHOVEN;Algemeen bijzonder;402606710;www.salto-eindhoven.nl
41249;Stichting jong Leren;Sint Pieterskade;26-A01;6212 AD;MAASTRICHT;935;MAASTRICHT;Samenwerking Opb., Alg. Bijz.;433101076;www.jong-leren.nl
41251;Agora, Stg. voor BPO Z'streek;De Weer;10-A;1504 AG;ZAANDAM;479;ZAANSTAD;Samenwerking PC, RK;756168630;www.agora.nu
41256;Stg. Islamit. Onderw. Zaanstad;Hooiijzer;46;1511 KD;OOSTZAAN;431;OOSTZAAN;Islamitisch;756168630;www.ibsderoos.nl
41261;Ver. Chr. Prim. Ond. N.-Gron.;Borgweg;46;9951 BG;WINSUM GN;53;WINSUM;Protestants-Christelijk;595441733;www.vcponoordgroningen.nl
41270;PCO Accrete;Kraggelaan;6;8064 CT;ZWARTSLUIS;1896;ZWARTEWATERLAND;Protestants-Christelijk;383865479;www.accrete.nl
41278;Ver. P.C. Basisonderw. Wilnis;Stationsweg;7;3648 AN;WILNIS;736;DE RONDE VENEN;Protestants-Christelijk;297281614;                                                                                
41282;Stichting De Tjongerwerven CPO;Herenweg;27;8435 WN;DONKERBROEK;85;OOSTSTELLINGWERF;Overige;516423024;www.detjongerwerven.nl
41283;Ver. PCBO Noordwest Friesland;Breedeplaats;1;8801 LZ;FRANEKER;70;FRANEKERADEEL;Protestants-Christelijk;517391081;www.pcbo-nwfriesland.nl
41286;Stg. Prot.-Chr. Primair Ond.;Leidsestraatweg;147;3443 BT;WOERDEN;632;WOERDEN;Protestants-Christelijk;348432334;www.spco.nl
41293;Vereniging P.C.B.O. 'Ichthus';De Ruyterstraat;7;1271 SR;HUIZEN;406;HUIZEN;Protestants-Christelijk;355256961;www.ichthushuizen.nl
41296;Stichting Vrijescholen Ithaka;Wouwermanstraat;49-A;2023 XD;HAARLEM;392;HAARLEM;Algemeen bijzonder;235272550;www.vsithaka.nl
41316;Prot. Christ. Schoolvereniging;Touwbaan;42-C;2352 CZ;LEIDERDORP;547;LEIDERDORP;Protestants-Christelijk;715425503;www.pcsvleiderdorp.nl
41324;Stg. Montessori-Onderwijs Z-H;Saturnusgeel;64;2718 CT;ZOETERMEER;637;ZOETERMEER;Algemeen bijzonder;793621077;www.montessori-mzh.nl
41335;Stg. Maharishi Onderwijs Ned.;Maasstraat;29;8226 LP;LELYSTAD;995;LELYSTAD;Algemeen bijzonder;320250502;www.mbsdefontein.nl
41337;Stg. Prot. Ond. 'Geld. Vallei';Luxoolseweg;2;3862 WJ;NIJKERK GLD;267;NIJKERK;Protestants-Christelijk;332466691;www.pcogeldersevallei.nl
41338;Stg Meervoud voor Chr PO;Emmastraat;45;3134 CG;VLAARDINGEN;622;VLAARDINGEN;Overige;102490005;www.meervoud.nl
41340;Stichting SPOM;Rijdt;62;6631 AT;HORSSEN;225;DRUTEN;Samenwerking Opb., PC, Alg. Bi;487541022;www.spommaasenwaal.nl
41343;Ver. voor Prot. Chr. Onderw.;Prinses Marijkestraat;1;8061 JM;HASSELT;1896;ZWARTEWATERLAND;Protestants-Christelijk;384775334;www.vpcohasselt.nl
41345;St. prOo:prim. Openb. ond. N-V;Oosteinde;17;3842 DR;HARDERWIJK;243;HARDERWIJK;Openbaar;341466370;www.stichtingproo.nl
41349;Stg. Openb. B.s. Helmond;Scheepsboulevard;1;5705 KZ;HELMOND;794;HELMOND;Openbaar;492476766;www.obshelmond.nl
41358;Ver. v. Prot. Chr. Onderwijs;Acaciahage;17 -19;9501 WD;STADSKANAAL;37;STADSKANAAL;Protestants-Christelijk;599614924;www.vpco-zog.nl
41359;Stg. Vrije Scholen Rijnstreek;Maresingel;19;2316 HA;LEIDEN;546;LEIDEN;Antroposofisch;715239015;                                                                                
41361;Stichting Radius;Oostelijke Industrieweg;6-A;8801 JW;FRANEKER;70;FRANEKERADEEL;Openbaar;517383548;www.stichtingradius.nl
41362;Stichting OBODB;Jan de Ridderstraat;24;2201 DN;NOORDWIJK ZH;575;NOORDWIJK;Openbaar;718200040;www.obodb.nl
41364;Stichting De Blauwe Loper;Windmolen;4;1703 PS;HEERHUGOWAARD;398;HEERHUGOWAARD;Openbaar;725349982;www.deblauweloper.nl
41366;Stg. PCPO  Duin-/Bollenstreek;Grachtweg;32;2161 HN;LISSE;553;LISSE;Protestants-Christelijk;252431570;www.pcpo-db.nl
41371;Stichting IJsselgraaf;Palmberg;18;7021 DJ;ZELHEM;1876;BRONCKHORST;Openbaar;314382990;www.ijsselgraaf.nl
41373;MosaLira Stg. leren, ond./opv.;Pastoor Habetsstraat;40-A;6217 KM;MAASTRICHT;935;MAASTRICHT;Overige;433540133;www.mosalira.nl
41375;Stichting O.P.O. IJmond;Zeilmakerstraat;62;1991 JC;VELSERBROEK;453;VELSEN;Openbaar;235201580;www.ooijmond.nl
41376;Villa Primair;Amersfoortsestraatweg;180-c;1272 RR;HUIZEN;406;HUIZEN;Overige;355257578;www.villaprimair.nl
41385;Stg. Chr. Alg./BO 'Nije Gaast';Dubbelstraat;8-A;8561 BC;BALK;653;GAASTERLAN-SLEAT;Algemeen bijzonder;514602843;www.nijegaast.nl
41386;Stg. v. OVO in G'chem en Regio;Spijksedijk;28-f;4207 GN;GORINCHEM;512;GORINCHEM;Openbaar;183650440;www.stichtingovo.nl
41390;Stg. Openb. Prim. Ond. Z'meer;Blauw-roodlaan;156;2718 SK;ZOETERMEER;637;ZOETERMEER;Overige;793290825;www.opoz.nl
41396;LOGOS Stg. Prot. Chr. Onderw.;Industrieweg;16;4143 HP;LEERDAM;545;LEERDAM;Protestants-Christelijk;345637980;www.stichting-logos.nl
41398;Stichting AKKOORD!;Wylrehofweg;11;5912 PM;VENLO;983;VENLO;Overige;773210002;www.akkoord-po.nl
41400;Stg. Openb. Prim. Ond. Utrecht;Kaap Hoorndreef;36;3563 AT;UTRECHT;344;UTRECHT;Openbaar;302652640;www.spoutrecht.nl
41401;Stichting Onderwijs Pr1mair;Hoofdstraat;69;2861 AL;BERGAMBACHT;491;BERGAMBACHT;Openbaar;102102155;www.onderwijsprimair.nl
41407;INOS, Stg. Kath. Onderw. Breda;Haagweg;1;4814 GA;BREDA;758;BREDA;Rooms-Katholiek;765611688;www.inos.nl
41412;Stg. Vrije Scholen Regio R'dam;Vredehofweg;30;3062 EP;ROTTERDAM;599;ROTTERDAM;Antroposofisch;104526519;www.vsrr.nl
41413;OPO Noordoost Achterhoek;Korenbree;23;7271 LH;BORCULO;1859;BERKELLAND;Openbaar;545275166;www.oponoa.nl
41416;Ver. Prot. Chr. Prim. Onderw.;Berberisstraat;11;8091 KK;WEZEP;269;OLDEBROEK;Protestants-Christelijk;383763118;www.schoolverenigingdeakker.nl
41418;SKO Bergh;Langestraat;14;7047 AP;BRAAMT;1955;MONTFERLAND;Rooms-Katholiek;314399010;www.cabo.nl
41419;Ver. v. PC B.o. Leeuwarden eo;Margaretha de Heerstraat;2;8921 AK;LEEUWARDEN;80;LEEUWARDEN;Protestants-Christelijk;582130350;www.pcboleeuwarden.nl
41421;ALLURE, Stg. openb. prim. ond.;De Veken;207-C11;1716 KJ;OPMEER;432;OPMEER;Openbaar;226357230;www.stichtingallure.nl
41424;Stg. Chr. Prim. Onderw. Betuwe;Grotebrugse Grintweg;52;4005 AJ;TIEL;281;TIEL;Protestants-Christelijk;344617122;www.cpob.nl
41425;Ver. Prot. Chr. Onderwijs EN3;Jan Naardingweg;56;7914 PN;NOORDSCHESCHUT;118;HOOGEVEEN;Protestants-Christelijk;657054910;www.en3.nl
41431;S O P O R A;Prins Bernhardlaan;14-A;2405 VT;ALPHEN AAN DEN RIJN;484;ALPHEN AAN DEN RIJN;Openbaar;172501119;www.sopora.nl
41434;Stichting Spoor;Gedempte Singelgracht;18;1441 AP;PURMEREND;439;PURMEREND;Overige;299820900;www.opspoor.nl
41435;Stichting BRAVOO;Prof. Eykmanweg;7-c;5144 ND;WAALWIJK;867;WAALWIJK;Openbaar;416283103;www.stichtingbravoo.nl
41438;Stichting R.O.B. Surplus;Grotewallerweg;3-dec;1742 NM;SCHAGEN;441;SCHAGEN;Openbaar;224274555;www.stichtingsurplus.nl
41439;Ver v PC PO TriVia;Meidoornlaan;2;4233 CN;AMEIDE;707;ZEDERIK;Protestants-Christelijk;183609440;www.pcpo-trivia.nl
41441;Stg. Librijn Openb. onderwijs;Papsouwselaan;119-D;2624 AK;DELFT;503;DELFT;Openbaar;152512280;www.librijn.nl
41443;Stg. Invitare Openb. Onderwijs;Molenstraat;19;5431 BW;CUIJK;1684;CUIJK;Openbaar;485310263;www.stichting-invitare.nl
41444;ACIS Stg.Openb.Prim.Onderw. HW;Biezenvijver;5;3297 GK;PUTTERSHOEK;585;BINNENMAAS;Openbaar;786295999;www.acishw.nl
41447;Stichting PANTA RHEI;Overgoo;13;2266 JZ;LEIDSCHENDAM;1916;LEIDSCHENDAM-VOORBURG;Samenwerking Opb., RK;703879900;www.stichtingpantarhei.nl
41454;Stg. Prot. Prim. Ond. Westland;Zuidweg;87;2671 MP;NAALDWIJK;1783;WESTLAND;Protestants-Christelijk;174526950;www.pcpowestland.nl
41455;Stg. Openb. Onderwijs Westland;de Savornin Lohmanstraat;1-a;2672 BB;NAALDWIJK;1783;WESTLAND;Openbaar;174628572;www.openbaaronderwijswestland.nl
41456;Stg.Openb.Prim.Ond. Albr.waard;Molendijk;2-a;3161 KM;RHOON;613;ALBRANDSWAARD;Openbaar;105015977;                                                                                
41460;Stichting Trivium;Beatrixstraat;13;6671 AC;ZETTEN;1734;OVERBETUWE;Protestants-Christelijk;488420612;www.trivium-onderwijs.nl
41461;Stichting PPO De Link;Bantuinweg;45;3911 MV;RHENEN;340;RHENEN;Openbaar;317313132;www.ppodelink.nl
41471;St. Openb. Bas.ond. West-Brab.;Vijfhuizenberg;157;4708 AJ;ROOSENDAAL;1674;ROOSENDAAL;Openbaar;165548260;www.obo-wbr.nl
41472;Stg. Chr. Onderw. Noord Twente;Wierdensestraat;151;7604 BE;ALMELO;141;ALMELO;Protestants-Christelijk;546539534;                                                                                
41473;Stichting Cambium;Dorpsstraat;36-B;8181 HS;HEERDE;246;HEERDE;Protestants-Christelijk;578694169;                                                                                
41476;Stichting ROOS;Watermolen;90;7461 AZ;RIJSSEN;1742;RIJSSEN-HOLTEN;Openbaar;548538670;www.roos-twente.nl
41478;Stg. Openb. onderwijs Primair;Kriekenoord;13;1111 PT;DIEMEN;384;DIEMEN;Openbaar;207351123;www.bsdekersenboom.nl
41481;Stg. OPO Eem-ValleiEducatief;Stationsweg;62-A;3771 VH;BARNEVELD;203;BARNEVELD;Openbaar;342429090;www.stev.nl
41483;Vereniging De Oorsprong;Sitiopark;13;3941 PP;DOORN;1581;UTRECHTSE HEUVELRUG;Protestants-Christelijk;343579155;www.de-oorsprong.nl
41486;CONOD, Ver. Christ. Onderwijs;Hoofdstraat;32;9531 AG;BORGER;1681;BORGER-ODOORN;Protestants-Christelijk;599236805;www.conod.nl
41487;Spectrum Stg. Pr. Chr. Onderw.;Leeuwenhoekweg;18-a;2661 CZ;BERGSCHENHOEK;1621;LANSINGERLAND;Protestants-Christelijk;105221657;www.spectrum-spco.nl
41488;Scholengroep Holland;Raadhuisplein;41;2914 KM;NIEUWERKERK AD IJSSEL;1892;ZUIDPLAS;Openbaar;180399673;www.scholengroepholland.nl
41491;De Mare, stg. Op. bas.onderw.;Monumentstraat;55-D;8102 AK;RAALTE;177;RAALTE;Openbaar;572347290;www.de-mare-scholen.nl
41492;Stichting ROOBOL;Kerkstraat;51;9285 TA;BUITENPOST;59;ACHTKARSPELEN;Openbaar;511548390;www.roobol-onderwijs.nl
41493;STIP Hilversum;Laapersveld;59;1213 VB;HILVERSUM;402;HILVERSUM;Openbaar;356221370;www.stiphilversum.nl
41494;Stg. Op. Pr. Onderwijs W'wijk;Beatrixpark;22;7101 BN;WINTERSWIJK;294;WINTERSWIJK;Openbaar;543533887;www.sopow.nl
41496;St. Openb. Ond. Rijn-/Heuvell.;Laan van Vollenhove;3279;3706 AS;ZEIST;355;ZEIST;Openbaar;306969100;www.wereldkidz.nl
41500;S T O P O Z;Richard Holkade;16;2033 PZ;HAARLEM;392;HAARLEM;Openbaar;235430181;www.stopoz.nl
41501;Reflexis;Middelgraaf;46;7071 WT;ULFT;1509;OUDE IJSSELSTREEK;Openbaar;315641563;www.reflexis.org
41502;Stg. Op. Primair Onderwijs G-O;Emmastraat;nov-13;3255 BD;OUDE-TONGE;1924;GOEREE-OVERFLAKKEE;Openbaar;187497800;www.sopogo.nl
41506;Innovo, St. voor Kath. Onderw.;Ruys de Beerenbroucklaan;29-A;6417 CC;HEERLEN;917;HEERLEN;Rooms-Katholiek;455447144;www.innovo.nl
41507;VCO Voorne-Putten Rozenburg;Krammer;8;3232 HE;BRIELLE;501;BRIELLE;Protestants-Christelijk;181470468;www.vcodekring.nl
41514;Stg. Meerkring OPO Amersfoort;Hogeweg;31-A;3814 CC;AMERSFOORT;307;AMERSFOORT;Openbaar;334799817;www.meerkring.nl
41515;Stg. H'sumse Montessori Schol.;J.P. Coenstraat;41;1215 KN;HILVERSUM;402;HILVERSUM;Algemeen bijzonder;356215057;www.montessorischool-zuid.nl
41516;Onderwijsstichting MOVARE;Heyendallaan;55-B;6464 EP;KERKRADE;928;KERKRADE;Overige;455466950;www.movare.nl
41518;Stg. 'Prim. Ond. Dordrecht';Korte Parallelweg;197;3311 JN;DORDRECHT;505;DORDRECHT;Openbaar;786321616;www.opodordrecht.nl
41520;Stg. Sam.werk.best. Zeewolde;Corridor;76;3893 BE;ZEEWOLDE;50;ZEEWOLDE;Openbaar;365224230;www.ssbz.nl
41522;Stg. Openb. Prim. Ond. Almelo;Sluiskade Zuidzijde;187;7607 XT;ALMELO;141;ALMELO;Openbaar;546544700;www.opoa.nl
41527;Stichting KLASSE;Edisonstraat;43;2811 EM;REEUWIJK;1901;BODEGRAVEN-REEUWIJK;Openbaar;182622711;www.stichtingklasse.nl
41528;FLUENTA - Stg. Prot.-Chr. Ond.;Weverstede;33;3431 JS;NIEUWEGEIN;356;NIEUWEGEIN;Protestants-Christelijk;306008811;www.fluenta.nl
41530;StisamO;Kruisakkers;1-a;6662 DV;ELST GLD;1734;OVERBETUWE;Samenwerking Opb., RK;481353715;www.stisamo.nl
41532;Ver. P.C. P.O. Krimpenerwaard;Hoofdstraat;69-a;2861 AL;BERGAMBACHT;491;BERGAMBACHT;Protestants-Christelijk;182350870;www.pcpokrimpenerwaard.nl
41534;Educatis;Victor Hugoplantsoen;33;3533 CJ;UTRECHT;344;UTRECHT;Reformatorisch;302900956;www.educatis.rpo.nl
41535;Stg. Wijzer o.p.s. en v.s.o.;Westhavenplaats;20 -21;3131 BT;VLAARDINGEN;622;VLAARDINGEN;Openbaar;104451000;www.stichtingwijzer.com
41538;Stichting BasisBuren,;Erichemseweg;2;4116 GC;BUREN GLD;214;BUREN;Overige;344691177;www.basisburen.nl
41544;Stg. Auro Openb. Prim. Onderw.;Postjesweg;175;1062 JN;AMSTERDAM;363;AMSTERDAM;Openbaar;206400982;www.bkbn.nl
41545;Stg. OPO CadIJssel & KadIJssel;De Linie;1-F;2905 AX;CAPELLE AAN DEN IJSSEL;502;CAPELLE AAN DEN IJSSEL;Openbaar;102643999;www.opock.nl
41547;Ver. Montessorisch. Kralingen;Vredehofweg;21;3062 EK;ROTTERDAM;599;ROTTERDAM;Algemeen bijzonder;104527360;www.montessorischoolkralingen.nl
41548;Vereniging De Rotterdamse;Essenburgsingel;25-C;3021 AN;ROTTERDAM;599;ROTTERDAM;Algemeen bijzonder;          ;                                                                                
41551;Stichting Viviani;Vasco Da Gamastraat;18;7825 VJ;EMMEN;114;EMMEN;Protestants-Christelijk;591648207;www.viviani.nl
41557;Stichting OBASE;Wevershoek;2;4301 BN;ZIERIKZEE;1676;SCHOUWEN-DUIVELAND;Openbaar;111418888;www.obase.nl
41558;Stg. Christ. Primair Onderwijs;Noordersingel;1;9934 AK;DELFZIJL;10;DELFZIJL;Protestants-Christelijk;596632397;www.noordkwartier.nl
41560;Stg. OPO Papendrecht-Sliedr.;Poldermolen;12;3352 TH;PAPENDRECHT;590;PAPENDRECHT;Openbaar;786449880;www.openbaarprimaironderwijspapendrecht.nl
41561;Stg. Fluvium, Stg. openb. b.o.;De Panoven;29;4191 GW;GELDERMALSEN;236;GELDERMALSEN;Openbaar;852734660;www.stichtingfluvium.nl
41563;Kath. Stg. Bas.ond. Silvolde;Pastoor Bluemersplein;5;7064 BK;SILVOLDE;1509;OUDE IJSSELSTREEK;Rooms-Katholiek;315324236;www.plakkenberg.nl
41565;Stichting Consent;Buurserstraat;250;7544 RG;ENSCHEDE;153;ENSCHEDE;Openbaar;534884444;www.consent-enschede.nl
41566;Stichting Archipel;Hogestraatje;3;7201 CJ;ZUTPHEN;301;ZUTPHEN;Openbaar;575596120;www.archipelprimair.nl
41567;Stichting Primo Schiedam;Kerklaan;29;3121 KC;SCHIEDAM;606;SCHIEDAM;Openbaar;104260446;www.primoschiedam.nl
41569;Stichting BSV;Van Heemskerkstraat;75;7622 JH;BORNE;147;BORNE;Overige;742662244;www.bsvborne.nl
41570;Stg. Onderwijsgroep PRIMOvpr;Brielsestraatweg;3-C;3221 AA;HELLEVOETSLUIS;530;HELLEVOETSLUIS;Openbaar;181391044;www.primovpr.nl
41571;Stichting Penta Primair;Hoofdstraat;44;9861 AJ;GROOTEGAST;15;GROOTEGAST;Protestants-Christelijk;594514519;www.pentaprimair.nl
41572;De Haagse Scholen;Scheveningseweg;60;2517 KW;'S-GRAVENHAGE;518;S GRAVENHAGE;Openbaar;703065200;www.dehaagsescholen.nl
41573;Stg. Op. Scholennetw. De Basis;Iepenlaan;2;8441 BT;HEERENVEEN;74;HEERENVEEN;Openbaar;513656656;www.debasisheerenveen.nl
41574;Stg. openb. primair onderwijs;Wijmersweg;43;9919 BJ;LOPPERSUM;24;LOPPERSUM;Openbaar;596583320;www.marenland.org
41579;Stg. OBO Westelijke Tuinsteden;Marius Bauerstraat;399-C;1062 AP;AMSTERDAM;363;AMSTERDAM;Openbaar;203460690;www.stwt.nl
41580;AmstelWijs, stichting;Bouwerij;102;1185 XX;AMSTELVEEN;362;AMSTELVEEN;Openbaar;204262460;www.amstelwijs.nl
41582;Alpha Scholengroep;Deestraat;3;4458 AJ;'S-HEER ARENDSKERKE;664;GOES;Overige;113561777;www.alphascholengroep.nl
41583;RADAR, Ver. voor. PCO Schouwen;Kerkplein;1;4318 EB;BROUWERSHAVEN;1676;SCHOUWEN-DUIVELAND;Protestants-Christelijk;111695304;www.radarscholen.nu
41588;Ver. Chr. Schoolonderwijs Well;Dreef;6;5325 XD;WELL GLD;263;MAASDRIEL;Protestants-Christelijk;735949771;www.hoeksteen-well.nl
41595;'Spirit', Stg. Conf. Onderwijs;Kriekenoord;13;1111 PT;DIEMEN;384;DIEMEN;Overige;207531144;www.spiritbasisscholen.nl
41596;Sticht. De Noordwijkse School;Hoogwakersbosstraat;14;2202 SP;NOORDWIJK ZH;575;NOORDWIJK;Algemeen bijzonder;713619800;www.denoordwijkseschool.nl
41604;Stg. LeerSaam Openbaar Onderw.;Kraanvogel;22;4872 SB;ETTEN-LEUR;777;ETTEN-LEUR;Openbaar;765017365;www.leersaam-ettenleur.nl
41611;Stichting OPMAAT;Reitseplein;2;5037 AA;TILBURG;855;TILBURG;Openbaar;135944886;www.opmaat-scholen.nl
41613;Stg. Openb. Onderw. Oost Gron.;Huningaweg;8;9682 PB;OOSTWOLD GEM OLDAMBT;1895;OLDAMBT;Openbaar;597453980;www.sooog.nl
41616;Stg. Openb. Prim. Ond. A'doorn;2e Wormenseweg;80;7331 VG;APELDOORN;200;APELDOORN;Openbaar;555393750;www.leerplein055.nl
41617;Sticht. Scholengr. Veluwezoom;Boecoplaan;1;6994 AP;DE STEEG;275;RHEDEN;Openbaar;264979333;www.scholengroepveluwezoom.nl
41621;VPCO De Viermaster;Schoolstraat;1;6744 WS;EDERVEEN;228;EDE;Protestants-Christelijk;318576580;www.vpcodeviermaster.nl
41624;Ver. Ger. Pr. Onderw. Oosthoek;G Karel v Hogendorpstr;52-a;7691 AW;BERGENTHEIM;160;HARDENBERG;Gereformeerd vrijgemaakt;523271580;www.vgpodeoosthoek.nl
41626;Stichting Jenapleinschool;Enkstraat;69;8012 VA;ZWOLLE;193;ZWOLLE;Algemeen bijzonder;384228240;www.jenapleinschool.nl
41629;Stichting Promes;Industrieweg;1-b-1;7944 HT;MEPPEL;119;MEPPEL;Openbaar;522278120;                                                                                
41630;Onderwijsstichting ARCADE;Vechtstraat;5-b;7772 AX;HARDENBERG;160;HARDENBERG;Openbaar;523624330;www.onderwijsstichtingarcade.nl
41631;Stichting Comperio;Willinge Prinsstraat;22;8421 PE;OLDEBERKOOP;85;OOSTSTELLINGWERF;Openbaar;516425050;www.comperio.nl
41632;Ver. Ger. Pr. Onderw. Accretio;Campus;5;8017 CB;ZWOLLE;193;ZWOLLE;Gereformeerd vrijgemaakt;382305001;www.vgpo-accretio.nl
41633;Stg STROOMM;Kersenbogerd;4;5328 GW;ROSSUM GLD;263;MAASDRIEL;Openbaar;418663024;www.stroomm.nl
41634;Stg. Jenaplan Onderw. Epe e.o.;Schotweg;2;8162 GM;EPE;232;EPE;Algemeen bijzonder;578620426;www.jenaplan-hogeland.nl
41637;Stichting Escalda Scholen;Prins Mauritsstraat;4;4501 JR;OOSTBURG;1714;SLUIS;Openbaar;117450610;www.escaldascholen.nl
41638;St. OPO Albl.'waard/Vijfh.lnd.;Dam;1;4241 BL;ARKEL;689;GIESSENLANDEN;Openbaar;183566690;www.o2a5.nl
41639;Stichting PROKIND scholengroep;Theemsweg;57;3201 LT;SPIJKENISSE;612;SPIJKENISSE;Openbaar;181635439;www.prokind-scholengroep.nl
41642;Stg. basisonderwijs 3Primair;Hakwei;2;2992 ZB;BARENDRECHT;489;BARENDRECHT;Openbaar;180750660;www.3primair.nl
41645;De Basis;Koningstraat;27;6811 DG;ARNHEM;202;ARNHEM;Openbaar;263530830;www.debasis.org
41646;VGPO-WN;'s-Molenaarsweg;1;2401 LL;ALPHEN AAN DEN RIJN;484;ALPHEN AAN DEN RIJN;Gereformeerd vrijgemaakt;172418830;www.gpown.nl
41651;Stichting PCO Nieuwleusen;Meidoornstraat;10;7711 KV;NIEUWLEUSEN;148;DALFSEN;Protestants-Christelijk;529480982;                                                                                
